"AccountId","CreditDebitIndicator","Status","BookingDateTime","TransactionInformation","Amount.Amount","Amount.Currency","ProprietaryBankTransactionCode.Code","Balance.CreditDebitIndicator","Balance.Type","Balance.Amount.Amount","Balance.Amount.Currency"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-04-13T00:00:00.000Z","household","1206.39","GBP","TFR","Credit","Information","63480.37","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-04-13T00:00:00.000Z","other_credit","31743.30","GBP","TFR","Credit","Information","95223.67","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-04-17T00:00:00.000Z","other_debit","727.56","GBP","TFR","Credit","Information","94496.11","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-04-19T00:00:00.000Z","other_debit","1019.28","GBP","TFR","Credit","Information","93476.83","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-04-26T00:00:00.000Z","other_debit","16915.94","GBP","TFR","Credit","Information","76560.89","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-05-01T00:00:00.000Z","other_debit","1581.38","GBP","TFR","Credit","Information","74979.51","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-05-01T00:00:00.000Z","other_credit","78714.57","GBP","TFR","Credit","Information","153694.08","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-05-15T00:00:00.000Z","other_debit","3893.52","GBP","TFR","Credit","Information","149800.56","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-05-17T00:00:00.000Z","other_debit","5187.55","GBP","TFR","Credit","Information","144613.01","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-05-21T00:00:00.000Z","other_debit","1159.51","GBP","TFR","Credit","Information","143453.50","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-06-01T00:00:00.000Z","other_debit","1229.31","GBP","TFR","Credit","Information","142224.19","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-06-01T00:00:00.000Z","other_credit","57652.14","GBP","TFR","Credit","Information","199876.33","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-06-08T00:00:00.000Z","household","6920.31","GBP","TFR","Credit","Information","192956.02","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-06-10T00:00:00.000Z","household","1621.97","GBP","TFR","Credit","Information","191334.05","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-06-13T00:00:00.000Z","household","4396.89","GBP","TFR","Credit","Information","186937.16","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-06-28T00:00:00.000Z","payment_for_statement","31.46","GBP","TFR","Credit","Information","186905.70","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-07-12T00:00:00.000Z","other_credit","10983.08","GBP","TFR","Credit","Information","197888.78","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-07-13T00:00:00.000Z","other_debit","870.35","GBP","TFR","Credit","Information","197018.43","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-08-01T00:00:00.000Z","other_debit","1534.73","GBP","TFR","Credit","Information","195483.70","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-08-01T00:00:00.000Z","other_debit","514.79","GBP","TFR","Credit","Information","194968.91","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-08-04T00:00:00.000Z","other_credit","17029.58","GBP","TFR","Credit","Information","211998.49","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-08-06T00:00:00.000Z","other_debit","15451.83","GBP","TFR","Credit","Information","196546.66","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-08-11T00:00:00.000Z","household","3084.29","GBP","TFR","Credit","Information","193462.37","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-08-13T00:00:00.000Z","household","5695.01","GBP","TFR","Credit","Information","187767.36","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-08-28T00:00:00.000Z","interest_credited","46.26","GBP","TFR","Credit","Information","187813.62","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-09-01T00:00:00.000Z","other_debit","33178.91","GBP","TFR","Credit","Information","154634.71","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-09-01T00:00:00.000Z","other_debit","2126.45","GBP","TFR","Credit","Information","152508.26","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-09-06T00:00:00.000Z","household","8552.09","GBP","TFR","Credit","Information","143956.17","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-09-06T00:00:00.000Z","old_age_pension","6582.55","GBP","TFR","Credit","Information","150538.72","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-10-01T00:00:00.000Z","other_debit","11403.36","GBP","TFR","Credit","Information","139135.36","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-10-01T00:00:00.000Z","other_debit","2533.30","GBP","TFR","Credit","Information","136602.06","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-10-09T00:00:00.000Z","other_debit","2255.98","GBP","TFR","Credit","Information","134346.08","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-10-12T00:00:00.000Z","other_credit","5007.39","GBP","TFR","Credit","Information","139353.47","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-10-31T00:00:00.000Z","interest_credited","394.10","GBP","TFR","Credit","Information","139747.57","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-10-31T00:00:00.000Z","payment_for_statement","31.46","GBP","TFR","Credit","Information","139716.11","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","786.07","GBP","TFR","Credit","Information","138930.04","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","2966.52","GBP","TFR","Credit","Information","135963.52","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-11-03T00:00:00.000Z","other_debit","1784.79","GBP","TFR","Credit","Information","134178.73","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-11-10T00:00:00.000Z","household","908.41","GBP","TFR","Credit","Information","133270.32","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-11-11T00:00:00.000Z","other_debit","2036.56","GBP","TFR","Credit","Information","131233.76","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Debit","Booked","2017-12-08T00:00:00.000Z","household","1972.10","GBP","TFR","Credit","Information","129261.66","GBP"
"d314a621-2429-4d89-bb6e-348a1972f4db","Credit","Booked","2017-12-26T00:00:00.000Z","other_credit","8287.29","GBP","TFR","Credit","Information","137548.95","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-01-01T00:00:00.000Z","other_debit","247.97","GBP","TFR","Credit","Information","5545.64","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-01-01T00:00:00.000Z","other_debit","2025.73","GBP","TFR","Credit","Information","3519.91","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-01-13T00:00:00.000Z","household","3299.25","GBP","TFR","Credit","Information","220.66","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-01-31T00:00:00.000Z","interest_credited","9.65","GBP","TFR","Credit","Information","230.31","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-01-31T00:00:00.000Z","payment_for_statement","28.09","GBP","TFR","Credit","Information","202.22","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-02-01T00:00:00.000Z","other_credit","4413.59","GBP","TFR","Credit","Information","4615.81","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-02-06T00:00:00.000Z","other_credit","3433.69","GBP","TFR","Credit","Information","8049.50","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-02-08T00:00:00.000Z","other_debit","537.72","GBP","TFR","Credit","Information","7511.78","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-02-09T00:00:00.000Z","other_debit","3326.64","GBP","TFR","Credit","Information","4185.14","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-02-11T00:00:00.000Z","other_credit","69320.40","GBP","TFR","Credit","Information","73505.54","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-02-16T00:00:00.000Z","other_debit","1920.29","GBP","TFR","Credit","Information","71585.25","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-03-09T00:00:00.000Z","other_debit","2305.34","GBP","TFR","Credit","Information","69279.91","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-03-10T00:00:00.000Z","other_credit","14215.27","GBP","TFR","Credit","Information","83495.18","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-03-21T00:00:00.000Z","other_debit","1808.13","GBP","TFR","Credit","Information","81687.05","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-03-30T00:00:00.000Z","payment_for_statement","28.09","GBP","TFR","Credit","Information","81658.96","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","1168.07","GBP","TFR","Credit","Information","80490.89","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","2243.44","GBP","TFR","Credit","Information","78247.45","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-05-01T00:00:00.000Z","other_debit","616.55","GBP","TFR","Credit","Information","77630.90","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-05-01T00:00:00.000Z","other_debit","6371.82","GBP","TFR","Credit","Information","71259.08","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-05-01T00:00:00.000Z","other_debit","2596.25","GBP","TFR","Credit","Information","68662.83","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-05-08T00:00:00.000Z","other_credit","7775.20","GBP","TFR","Credit","Information","76438.03","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-05-14T00:00:00.000Z","other_debit","622.28","GBP","TFR","Credit","Information","75815.75","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-06-01T00:00:00.000Z","other_debit","3683.94","GBP","TFR","Credit","Information","72131.81","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-06-01T00:00:00.000Z","other_debit","2533.50","GBP","TFR","Credit","Information","69598.31","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-06-30T00:00:00.000Z","other_debit","4675.89","GBP","TFR","Credit","Information","64922.42","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-06-30T00:00:00.000Z","payment_for_statement","28.09","GBP","TFR","Credit","Information","64894.33","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-07-01T00:00:00.000Z","other_credit","17936.23","GBP","TFR","Credit","Information","82830.56","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-07-01T00:00:00.000Z","other_debit","750.51","GBP","TFR","Credit","Information","82080.05","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-07-06T00:00:00.000Z","other_credit","11429.67","GBP","TFR","Credit","Information","93509.72","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-07-15T00:00:00.000Z","other_credit","12431.09","GBP","TFR","Credit","Information","105940.81","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-07-20T00:00:00.000Z","other_debit","905.81","GBP","TFR","Credit","Information","105035.00","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-07-28T00:00:00.000Z","interest_credited","95.38","GBP","TFR","Credit","Information","105130.38","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-08-09T00:00:00.000Z","insurance_payment","49.71","GBP","TFR","Credit","Information","105080.67","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-08-28T00:00:00.000Z","other_debit","462.76","GBP","TFR","Credit","Information","104617.91","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-08-28T00:00:00.000Z","payment_for_statement","28.09","GBP","TFR","Credit","Information","104589.82","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-08-31T00:00:00.000Z","interest_credited","82.87","GBP","TFR","Credit","Information","104672.69","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-09-01T00:00:00.000Z","other_debit","5513.72","GBP","TFR","Credit","Information","99158.97","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-09-01T00:00:00.000Z","other_debit","3547.24","GBP","TFR","Credit","Information","95611.73","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-09-03T00:00:00.000Z","other_debit","308.15","GBP","TFR","Credit","Information","95303.58","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-09-05T00:00:00.000Z","household","11992.49","GBP","TFR","Credit","Information","83311.09","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-09-08T00:00:00.000Z","other_credit","11551.83","GBP","TFR","Credit","Information","94862.92","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-09-10T00:00:00.000Z","old_age_pension","5212.87","GBP","TFR","Credit","Information","100075.79","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-09-13T00:00:00.000Z","other_credit","24241.93","GBP","TFR","Credit","Information","124317.72","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-09-24T00:00:00.000Z","other_debit","4328.30","GBP","TFR","Credit","Information","119989.42","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-09-24T00:00:00.000Z","other_debit","674.53","GBP","TFR","Credit","Information","119314.89","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-10-01T00:00:00.000Z","other_debit","670.83","GBP","TFR","Credit","Information","118644.06","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-10-05T00:00:00.000Z","other_credit","10382.97","GBP","TFR","Credit","Information","129027.03","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-10-09T00:00:00.000Z","other_credit","5013.11","GBP","TFR","Credit","Information","134040.14","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-10-10T00:00:00.000Z","old_age_pension","5212.87","GBP","TFR","Credit","Information","139253.01","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-10-12T00:00:00.000Z","loan_payment","7114.63","GBP","TFR","Credit","Information","132138.38","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-10-12T00:00:00.000Z","other_credit","769.14","GBP","TFR","Credit","Information","132907.52","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-10-15T00:00:00.000Z","other_debit","6333.22","GBP","TFR","Credit","Information","126574.30","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-11-01T00:00:00.000Z","other_credit","13332.66","GBP","TFR","Credit","Information","139906.96","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","1754.99","GBP","TFR","Credit","Information","138151.97","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-11-07T00:00:00.000Z","other_debit","1697.70","GBP","TFR","Credit","Information","136454.27","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-11-12T00:00:00.000Z","other_debit","7712.35","GBP","TFR","Credit","Information","128741.92","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-11-24T00:00:00.000Z","other_debit","962.66","GBP","TFR","Credit","Information","127779.26","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-12-01T00:00:00.000Z","other_debit","19062.57","GBP","TFR","Credit","Information","108716.69","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-12-01T00:00:00.000Z","other_credit","14950.27","GBP","TFR","Credit","Information","123666.96","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-12-05T00:00:00.000Z","other_debit","6592.15","GBP","TFR","Credit","Information","117074.81","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-12-10T00:00:00.000Z","other_debit","1304.06","GBP","TFR","Credit","Information","115770.75","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Debit","Booked","2017-12-13T00:00:00.000Z","household","1015.58","GBP","TFR","Credit","Information","114755.17","GBP"
"9ec90a61-39bb-445a-b482-5d9ae88a6f20","Credit","Booked","2017-12-13T00:00:00.000Z","other_credit","26186.56","GBP","TFR","Credit","Information","140941.73","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-01-10T00:00:00.000Z","other_debit","662.78","GBP","TFR","Credit","Information","5018.05","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-01-11T00:00:00.000Z","household","4245.98","GBP","TFR","Credit","Information","772.07","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-01-14T00:00:00.000Z","other_credit","7483.07","GBP","TFR","Credit","Information","8255.14","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-02-01T00:00:00.000Z","other_debit","354.66","GBP","TFR","Credit","Information","7900.48","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-02-01T00:00:00.000Z","other_debit","584.88","GBP","TFR","Credit","Information","7315.60","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-03-01T00:00:00.000Z","other_debit","2524.25","GBP","TFR","Credit","Information","4791.35","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-03-01T00:00:00.000Z","other_credit","7963.52","GBP","TFR","Credit","Information","12754.87","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-03-06T00:00:00.000Z","other_credit","10880.67","GBP","TFR","Credit","Information","23635.54","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-03-06T00:00:00.000Z","other_credit","945.80","GBP","TFR","Credit","Information","24581.34","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-03-07T00:00:00.000Z","other_credit","4013.71","GBP","TFR","Credit","Information","28595.05","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-03-08T00:00:00.000Z","other_debit","3721.52","GBP","TFR","Credit","Information","24873.53","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-03-11T00:00:00.000Z","household","1358.43","GBP","TFR","Credit","Information","23515.10","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-03-11T00:00:00.000Z","other_debit","3066.04","GBP","TFR","Credit","Information","20449.06","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-03-13T00:00:00.000Z","household","2541.70","GBP","TFR","Credit","Information","17907.36","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-03-18T00:00:00.000Z","other_credit","17163.40","GBP","TFR","Credit","Information","35070.76","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-03-31T00:00:00.000Z","interest_credited","190.53","GBP","TFR","Credit","Information","35261.29","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","913.44","GBP","TFR","Credit","Information","34347.85","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","2603.44","GBP","TFR","Credit","Information","31744.41","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-04-09T00:00:00.000Z","other_credit","34982.65","GBP","TFR","Credit","Information","66727.06","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-04-14T00:00:00.000Z","other_credit","11624.59","GBP","TFR","Credit","Information","78351.65","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-04-14T00:00:00.000Z","other_credit","812.01","GBP","TFR","Credit","Information","79163.66","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-04-15T00:00:00.000Z","other_debit","6315.57","GBP","TFR","Credit","Information","72848.09","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-05-03T00:00:00.000Z","other_debit","424.68","GBP","TFR","Credit","Information","72423.41","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-05-13T00:00:00.000Z","insurance_payment","331.78","GBP","TFR","Credit","Information","72091.63","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-06-01T00:00:00.000Z","other_debit","2045.84","GBP","TFR","Credit","Information","70045.79","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-06-01T00:00:00.000Z","other_credit","21922.47","GBP","TFR","Credit","Information","91968.26","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-06-13T00:00:00.000Z","old_age_pension","4619.63","GBP","TFR","Credit","Information","96587.89","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-06-30T00:00:00.000Z","interest_credited","215.06","GBP","TFR","Credit","Information","96802.95","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-07-05T00:00:00.000Z","other_credit","6170.26","GBP","TFR","Credit","Information","102973.21","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-07-06T00:00:00.000Z","other_credit","5287.18","GBP","TFR","Credit","Information","108260.39","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-07-08T00:00:00.000Z","other_credit","985.50","GBP","TFR","Credit","Information","109245.89","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-07-13T00:00:00.000Z","household","7429.24","GBP","TFR","Credit","Information","101816.65","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-07-23T00:00:00.000Z","other_debit","2327.18","GBP","TFR","Credit","Information","99489.47","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-07-31T00:00:00.000Z","interest_credited","160.40","GBP","TFR","Credit","Information","99649.87","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-07-31T00:00:00.000Z","payment_for_statement","5.79","GBP","TFR","Credit","Information","99644.08","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-08-01T00:00:00.000Z","other_debit","606.05","GBP","TFR","Credit","Information","99038.03","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-08-01T00:00:00.000Z","other_debit","3530.37","GBP","TFR","Credit","Information","95507.66","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-08-07T00:00:00.000Z","household","2180.98","GBP","TFR","Credit","Information","93326.68","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-08-13T00:00:00.000Z","household","6105.15","GBP","TFR","Credit","Information","87221.53","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-08-23T00:00:00.000Z","other_credit","16228.14","GBP","TFR","Credit","Information","103449.67","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-08-28T00:00:00.000Z","payment_for_statement","5.79","GBP","TFR","Credit","Information","103443.88","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-08-28T00:00:00.000Z","other_debit","3736.23","GBP","TFR","Credit","Information","99707.65","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-09-13T00:00:00.000Z","household","1282.42","GBP","TFR","Credit","Information","98425.23","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-09-15T00:00:00.000Z","other_credit","4598.99","GBP","TFR","Credit","Information","103024.22","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-09-26T00:00:00.000Z","other_credit","32559.89","GBP","TFR","Credit","Information","135584.11","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-10-01T00:00:00.000Z","other_credit","4839.24","GBP","TFR","Credit","Information","140423.35","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-10-05T00:00:00.000Z","other_debit","1262.18","GBP","TFR","Credit","Information","139161.17","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-10-06T00:00:00.000Z","other_debit","4969.39","GBP","TFR","Credit","Information","134191.78","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-10-28T00:00:00.000Z","payment_for_statement","5.79","GBP","TFR","Credit","Information","134185.99","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Credit","Booked","2017-10-31T00:00:00.000Z","interest_credited","54.74","GBP","TFR","Credit","Information","134240.73","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","5099.55","GBP","TFR","Credit","Information","129141.18","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","4214.11","GBP","TFR","Credit","Information","124927.07","GBP"
"e0a2f28a-e628-45d9-ba6c-ec5229328e07","Debit","Booked","2017-11-07T00:00:00.000Z","household","3049.84","GBP","TFR","Credit","Information","121877.23","GBP"
